composite_key,company_id,company_name,variable_id,variable_name,construct,priority,value_type,unit,final_data_layer,original_status,final_value,final_status,reason_code,reason_text,explicit_zero_flag,warning_code,warning_text,calculation_note,source_records,repair_stage,freeze_decision,warning_flag
301581|CV010,301581,黄山谷捷,CV010,融资轮次间隔中位数,融资节奏,B扩展,CONTINUOUS,月,计算值,VALID,6,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,对1个相邻月份差取中位数。,EVT-301581-0004; EVT-301581-0005,,FROZEN_UNCHANGED,0
301581|CV011,301581,黄山谷捷,CV011,确认PE/VC参与标记,PEVC参与,A核心,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,confirmed_pevc_legal_entity_count=0。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV012,301581,黄山谷捷,CV012,确认PE/VC法律主体数,PEVC参与,A核心,INTEGER,个,计算值+研究判断,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,读取公司层冻结确认PE/VC法律主体数。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV013,301581,黄山谷捷,CV013,确认PE/VC占直接主体比重,PEVC参与,B扩展,RATIO,0–1,计算值+研究判断,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,确认PE/VC法律主体数/直接参与法律主体数。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV014,301581,黄山谷捷,CV014,确认PE/VC参与融资轮数,PEVC参与深度,B扩展,INTEGER,轮,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此确认PE/VC参与融资轮数为0。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV015,301581,黄山谷捷,CV015,首次确认PE/VC进入日期,PEVC进入时点,A核心,DATE_OR_MONTH,日期或年月,研究判断派生,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC进入日期不适用。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV016,301581,黄山谷捷,CV016,首次确认PE/VC进入年份,PEVC进入时点,B扩展,INTEGER,年,计算值+研究判断,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC进入年份不适用。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV017,301581,黄山谷捷,CV017,首次确认PE/VC融资轮位置,PEVC进入时点,B扩展,RATIO,0–1,研究判断派生,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC融资轮位置不适用。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV018,301581,黄山谷捷,CV018,确认PE/VC间接路径标记,投资路径复杂度,B扩展,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此不存在确认PE/VC间接路径。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV019,301581,黄山谷捷,CV019,确认PE/VC进入方式多样性,PEVC进入方式,B扩展,INTEGER,种,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此进入方式种类为0。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV020,301581,黄山谷捷,CV020,直接参与法律主体数,参与结构规模,A核心,INTEGER,个,计算值,VALID,6,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结直接参与法律主体数。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV021,301581,黄山谷捷,CV021,融资投资方法律主体数,融资参与广度,B扩展,INTEGER,个,计算值+Week9补充研究层,NOT_COMPUTABLE,3,VALID,REPAIRED_AND_FROZEN_STAGE4C,经S4B4证据闸门修复并在Stage4C冻结。,0,W9_DISCLOSED_SHORT_FORM_PARTY_BRIDGE,3个主体名称按招股书披露简称保留；5个无名称PTY未强行映射。,两轮融资的3条INVESTOR bridge按补充entity_id去重。,SUP-PTY-301581-0004-01-P01; SUP-PTY-301581-0004-01-P02; SUP-PTY-301581-0005-01-P01,S4B4,FROZEN_REPAIRED,1
301581|CV022,301581,黄山谷捷,CV022,每轮融资投资方密度,融资参与密度,B扩展,RATIO,个/轮,计算值+Week9补充研究层,NOT_COMPUTABLE,1.5,VALID,REPAIRED_AND_FROZEN_STAGE4C,经S4B4证据闸门修复并在Stage4C冻结。,0,W9_DISCLOSED_SHORT_FORM_PARTY_BRIDGE,主体简称足以计数，不足以进行完整法定名称网络分析。,CV021修复值3/冻结融资轮数2。,SUP-PTY-301581-0004-01-P01; SUP-PTY-301581-0004-01-P02; SUP-PTY-301581-0005-01-P01,S4B4,FROZEN_REPAIRED,1
301581|CV023,301581,黄山谷捷,CV023,融资方式多样性,融资机制,B扩展,INTEGER,种,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资交易组成标准化方式=['CAPITAL_INCREASE']。,TRX-301581-0004-01; TRX-301581-0005-01,,FROZEN_UNCHANGED,0
301581|CV024,301581,黄山谷捷,CV024,股权转让交易数,二级股权流动,A核心,INTEGER,笔,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,按EQUITY_TRANSFER交易记录计数。,TRX-301581-0003-01,,FROZEN_UNCHANGED,0
301581|CV025,301581,黄山谷捷,CV025,可核验股权转让对价下限,二级股权流动,A核心,CONTINUOUS,万元人民币,标准化值+计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,读取公司层冻结转让对价下限；状态=DISCLOSED_COMPLETE。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV026,301581,黄山谷捷,CV026,转让对价与融资金额比,二级股权流动,B扩展,RATIO,0–∞,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,转让对价下限/融资金额下限；两类金额未相加。,companies:301581,,FROZEN_UNCHANGED,0
301581|CV027,301581,黄山谷捷,CV027,金额已知融资轮数,数据可用性,Q质量,INTEGER,轮,计算值,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资轮中金额非null记录数。,EVT-301581-0004; EVT-301581-0005,,FROZEN_UNCHANGED,0
301581|CV028,301581,黄山谷捷,CV028,融资轮金额覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,金额非null融资轮数/融资轮总数。,EVT-301581-0004; EVT-301581-0005,,FROZEN_UNCHANGED,0
301581|CV029,301581,黄山谷捷,CV029,融资轮日期覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,DAY或MONTH精度融资轮数/融资轮总数。,EVT-301581-0004; EVT-301581-0005,,FROZEN_UNCHANGED,0
301581|CV030,301581,黄山谷捷,CV030,计算型轮次金额占比,数值来源结构,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,CALCULATED已知金额轮数/已知金额轮数。,EVT-301581-0004; EVT-301581-0005,,FROZEN_UNCHANGED,0
301581|CV031,301581,黄山谷捷,CV031,每轮融资证据记录数,证据密度,Q质量,RATIO,条/轮,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,关联融资轮的去重evidence_id数/融资轮数。,EVD-301581-0004-01; EVD-301581-0005-01,,FROZEN_UNCHANGED,0
301581|CV032,301581,黄山谷捷,CV032,公司级披露限制标记,披露边界,Q质量,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,FINAL_APPROVED公司记录中检查disclosure_limitation是否非空。,companies:301581,,FROZEN_UNCHANGED,0
603418|CV001,603418,友升股份,CV001,上市前直接股权融资发生标记,融资经历,A核心,BINARY,0/1,研究判断派生,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,financing_round_count=2，据此生成二元标记。,companies:603418,,FROZEN_UNCHANGED,0
603418|CV002,603418,友升股份,CV002,上市前直接股权融资轮数,融资频度,A核心,INTEGER,轮,研究判断,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,公司冻结轮次=2；事件层TRUE计数=2。,companies:603418; EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV003,603418,友升股份,CV003,可核验融资金额下限,融资规模,A核心,CONTINUOUS,万元人民币,标准化值+计算值,VALID,48500,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结金额；状态=DISCLOSED_COMPLETE。,companies:603418,,FROZEN_UNCHANGED,0
603418|CV004,603418,友升股份,CV004,融资金额下限对数,融资规模,B扩展,CONTINUOUS,ln(1+万元),计算值,VALID,10.789339695269716,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,LN(1+公司层融资金额下限)。,companies:603418,,FROZEN_UNCHANGED,0
603418|CV005,603418,友升股份,CV005,已知金额轮次均值,单轮融资规模,A核心,CONTINUOUS,万元人民币/已知轮,计算值,VALID,24250,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于2个非null融资轮金额计算已知轮次金额均值。,EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV006,603418,友升股份,CV006,已知金额轮次中位数,单轮融资规模,B扩展,CONTINUOUS,万元人民币/已知轮,计算值,VALID,24250,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于2个非null融资轮金额计算已知轮次金额中位数。,EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV007,603418,友升股份,CV007,最大已知单轮融资金额,融资峰值,B扩展,CONTINUOUS,万元人民币,计算值,VALID,37000,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于2个非null融资轮金额计算最大已知轮次金额。,EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV008,603418,友升股份,CV008,最大已知轮金额占比,融资集中度,B扩展,RATIO,0–1,计算值,VALID,0.7628865979381443,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,最大已知轮金额/已知事件锚点金额合计。,EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV009,603418,友升股份,CV009,融资时间跨度,融资节奏,A核心,CONTINUOUS,月,计算值,VALID,27,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,使用2个可用年月计算最晚减最早。,EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV010,603418,友升股份,CV010,融资轮次间隔中位数,融资节奏,B扩展,CONTINUOUS,月,计算值,VALID,27,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,对1个相邻月份差取中位数。,EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV011,603418,友升股份,CV011,确认PE/VC参与标记,PEVC参与,A核心,BINARY,0/1,研究判断派生,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,confirmed_pevc_legal_entity_count=2。,companies:603418,,FROZEN_UNCHANGED,0
603418|CV012,603418,友升股份,CV012,确认PE/VC法律主体数,PEVC参与,A核心,INTEGER,个,计算值+研究判断,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结确认PE/VC法律主体数。,companies:603418,,FROZEN_UNCHANGED,0
603418|CV013,603418,友升股份,CV013,确认PE/VC占直接主体比重,PEVC参与,B扩展,RATIO,0–1,计算值+研究判断,VALID,0.15384615384615385,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,确认PE/VC法律主体数/直接参与法律主体数。,companies:603418,,FROZEN_UNCHANGED,0
603418|CV014,603418,友升股份,CV014,确认PE/VC参与融资轮数,PEVC参与深度,B扩展,INTEGER,轮,研究判断派生+Week9补充研究层,NOT_COMPUTABLE,1,VALID,REPAIRED_AND_FROZEN_STAGE4C,经S4B2证据闸门修复并在Stage4C冻结。,0,W9_SUPPLEMENTARY_PEVC_PARTY_BRIDGE,以确认路径和原文认购关系补充party bridge；匿名PTY未强行映射。,按补充PE/VC party bridge关联融资轮并按event_id去重。,SUP-PARTY-BRIDGE-603418-001; SUP-PARTY-BRIDGE-603418-002,S4B2,FROZEN_REPAIRED,1
603418|CV015,603418,友升股份,CV015,首次确认PE/VC进入日期,PEVC进入时点,A核心,DATE_OR_MONTH,日期或年月,研究判断派生,VALID,2020-09,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,在确认PE/VC路径中取最早可用日期，精度=MONTH。,PATH-603418-00006-E01,,FROZEN_UNCHANGED,0
603418|CV016,603418,友升股份,CV016,首次确认PE/VC进入年份,PEVC进入时点,B扩展,INTEGER,年,计算值+研究判断,VALID,2020,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,从首次进入日期提取年份。,PATH-603418-00006-E01,,FROZEN_UNCHANGED,0
603418|CV017,603418,友升股份,CV017,首次确认PE/VC融资轮位置,PEVC进入时点,B扩展,RATIO,0–1,研究判断派生+Week9补充研究层,NOT_COMPUTABLE,0.5,VALID,REPAIRED_AND_FROZEN_STAGE4C,经S4B2证据闸门修复并在Stage4C冻结。,0,W9_SUPPLEMENTARY_PEVC_PARTY_BRIDGE,以确认路径和原文认购关系补充party bridge；匿名PTY未强行映射。,首次确认PE/VC融资轮序位1/冻结融资轮数2。,SUP-PARTY-BRIDGE-603418-001; SUP-PARTY-BRIDGE-603418-002,S4B2,FROZEN_REPAIRED,1
603418|CV018,603418,友升股份,CV018,确认PE/VC间接路径标记,投资路径复杂度,B扩展,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,检查确认路径中与PEVC_CONFIRMED相关的INDIRECT边。,PATH-603418-00006-E01; PATH-603418-00007-E01,,FROZEN_UNCHANGED,0
603418|CV019,603418,友升股份,CV019,确认PE/VC进入方式多样性,PEVC进入方式,B扩展,INTEGER,种,研究判断派生,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,确认PE/VC路径非空进入方式=['CAPITAL_INCREASE_ENTRY']。,PATH-603418-00006-E01; PATH-603418-00007-E01,,FROZEN_UNCHANGED,0
603418|CV020,603418,友升股份,CV020,直接参与法律主体数,参与结构规模,A核心,INTEGER,个,计算值,VALID,13,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结直接参与法律主体数。,companies:603418,,FROZEN_UNCHANGED,0
603418|CV021,603418,友升股份,CV021,融资投资方法律主体数,融资参与广度,B扩展,INTEGER,个,计算值,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,ENTITY_NAME_CROSSWALK_LIMITATION,稳定ID足以计数，但部分PTY名称及PTY↔INV crosswalk未恢复，不能做名称级网络解释。,融资轮相关交易中筛选INVESTOR，canonical_entity_id优先、否则entity_id去重。,TRX-603418-0004-01-P01; TRX-603418-0004-01-P02,,FROZEN_UNCHANGED,1
603418|CV022,603418,友升股份,CV022,每轮融资投资方密度,融资参与密度,B扩展,RATIO,个/轮,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,ENTITY_NAME_CROSSWALK_LIMITATION,稳定ID足以计数，但部分PTY名称及PTY↔INV crosswalk未恢复，不能做名称级网络解释。,融资投资方法律主体数/融资轮数。,TRX-603418-0004-01-P01; TRX-603418-0004-01-P02,,FROZEN_UNCHANGED,1
603418|CV023,603418,友升股份,CV023,融资方式多样性,融资机制,B扩展,INTEGER,种,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资交易组成标准化方式=['CAPITAL_INCREASE']。,TRX-603418-0003-01; TRX-603418-0004-01,,FROZEN_UNCHANGED,0
603418|CV024,603418,友升股份,CV024,股权转让交易数,二级股权流动,A核心,INTEGER,笔,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,按EQUITY_TRANSFER交易记录计数。,,,FROZEN_UNCHANGED,0
603418|CV025,603418,友升股份,CV025,可核验股权转让对价下限,二级股权流动,A核心,CONTINUOUS,万元人民币,标准化值+计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_TRANSFER_NOT_APPLICABLE,公司层转让金额状态为NOT_APPLICABLE。,0,,,不将不适用金额补0。,companies:603418,,FROZEN_UNCHANGED,0
603418|CV026,603418,友升股份,CV026,转让对价与融资金额比,二级股权流动,B扩展,RATIO,0–∞,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_TRANSFER_NOT_APPLICABLE,转让金额不适用，因此转让/融资比率不适用。,0,,,不将不适用比率补0。,companies:603418,,FROZEN_UNCHANGED,0
603418|CV027,603418,友升股份,CV027,金额已知融资轮数,数据可用性,Q质量,INTEGER,轮,计算值,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资轮中金额非null记录数。,EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV028,603418,友升股份,CV028,融资轮金额覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,金额非null融资轮数/融资轮总数。,EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV029,603418,友升股份,CV029,融资轮日期覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,DAY或MONTH精度融资轮数/融资轮总数。,EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV030,603418,友升股份,CV030,计算型轮次金额占比,数值来源结构,Q质量,RATIO,0–1,计算值,VALID,0.5,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,CALCULATED已知金额轮数/已知金额轮数。,EVT-603418-0003; EVT-603418-0004,,FROZEN_UNCHANGED,0
603418|CV031,603418,友升股份,CV031,每轮融资证据记录数,证据密度,Q质量,RATIO,条/轮,计算值,VALID,1.5,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,关联融资轮的去重evidence_id数/融资轮数。,EVD-603418-0004-01; EVD-603418-0004-02; EVD-603418-0005-01,,FROZEN_UNCHANGED,0
603418|CV032,603418,友升股份,CV032,公司级披露限制标记,披露边界,Q质量,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,FINAL_APPROVED公司记录中检查disclosure_limitation是否非空。,companies:603418,,FROZEN_UNCHANGED,0
688758|CV001,688758,赛分科技,CV001,上市前直接股权融资发生标记,融资经历,A核心,BINARY,0/1,研究判断派生,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,financing_round_count=3，据此生成二元标记。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV002,688758,赛分科技,CV002,上市前直接股权融资轮数,融资频度,A核心,INTEGER,轮,研究判断,VALID,3,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,公司冻结轮次=3；事件层TRUE计数=3。,companies:688758; EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV003,688758,赛分科技,CV003,可核验融资金额下限,融资规模,A核心,CONTINUOUS,万元人民币,标准化值+计算值,VALID,74000,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结金额；状态=DISCLOSED_COMPLETE。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV004,688758,赛分科技,CV004,融资金额下限对数,融资规模,B扩展,CONTINUOUS,ln(1+万元),计算值,VALID,11.211833885608513,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,LN(1+公司层融资金额下限)。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV005,688758,赛分科技,CV005,已知金额轮次均值,单轮融资规模,A核心,CONTINUOUS,万元人民币/已知轮,计算值,VALID,24666.666666666668,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于3个非null融资轮金额计算已知轮次金额均值。,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV006,688758,赛分科技,CV006,已知金额轮次中位数,单轮融资规模,B扩展,CONTINUOUS,万元人民币/已知轮,计算值,VALID,18500,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于3个非null融资轮金额计算已知轮次金额中位数。,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV007,688758,赛分科技,CV007,最大已知单轮融资金额,融资峰值,B扩展,CONTINUOUS,万元人民币,计算值,VALID,54000,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,基于3个非null融资轮金额计算最大已知轮次金额。,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV008,688758,赛分科技,CV008,最大已知轮金额占比,融资集中度,B扩展,RATIO,0–1,计算值,VALID,0.7297297297297297,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,最大已知轮金额/已知事件锚点金额合计。,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV009,688758,赛分科技,CV009,融资时间跨度,融资节奏,A核心,CONTINUOUS,月,计算值,VALID,8,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,使用3个可用年月计算最晚减最早。,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV010,688758,赛分科技,CV010,融资轮次间隔中位数,融资节奏,B扩展,CONTINUOUS,月,计算值,VALID,4,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,对2个相邻月份差取中位数。,EVT-688758-0003; EVT-688758-0005; EVT-688758-0006,,FROZEN_UNCHANGED,0
688758|CV011,688758,赛分科技,CV011,确认PE/VC参与标记,PEVC参与,A核心,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,confirmed_pevc_legal_entity_count=0。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV012,688758,赛分科技,CV012,确认PE/VC法律主体数,PEVC参与,A核心,INTEGER,个,计算值+研究判断,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,读取公司层冻结确认PE/VC法律主体数。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV013,688758,赛分科技,CV013,确认PE/VC占直接主体比重,PEVC参与,B扩展,RATIO,0–1,计算值+研究判断,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,确认PE/VC法律主体数/直接参与法律主体数。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV014,688758,赛分科技,CV014,确认PE/VC参与融资轮数,PEVC参与深度,B扩展,INTEGER,轮,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此确认PE/VC参与融资轮数为0。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV015,688758,赛分科技,CV015,首次确认PE/VC进入日期,PEVC进入时点,A核心,DATE_OR_MONTH,日期或年月,研究判断派生,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC进入日期不适用。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV016,688758,赛分科技,CV016,首次确认PE/VC进入年份,PEVC进入时点,B扩展,INTEGER,年,计算值+研究判断,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC进入年份不适用。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV017,688758,赛分科技,CV017,首次确认PE/VC融资轮位置,PEVC进入时点,B扩展,RATIO,0–1,研究判断派生,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC融资轮位置不适用。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV018,688758,赛分科技,CV018,确认PE/VC间接路径标记,投资路径复杂度,B扩展,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此不存在确认PE/VC间接路径。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV019,688758,赛分科技,CV019,确认PE/VC进入方式多样性,PEVC进入方式,B扩展,INTEGER,种,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此进入方式种类为0。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV020,688758,赛分科技,CV020,直接参与法律主体数,参与结构规模,A核心,INTEGER,个,计算值,VALID,17,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结直接参与法律主体数。,companies:688758,,FROZEN_UNCHANGED,0
688758|CV021,688758,赛分科技,CV021,融资投资方法律主体数,融资参与广度,B扩展,INTEGER,个,计算值,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,ENTITY_NAME_CROSSWALK_LIMITATION,稳定ID足以计数，但部分PTY名称及PTY↔INV crosswalk未恢复，不能做名称级网络解释。,融资轮相关交易中筛选INVESTOR，canonical_entity_id优先、否则entity_id去重。,TRX-688758-0003-02-P02; TRX-688758-0005-01-P01; TRX-688758-0005-01-P02; TRX-688758-0006-01-P01,,FROZEN_UNCHANGED,1
688758|CV022,688758,赛分科技,CV022,每轮融资投资方密度,融资参与密度,B扩展,RATIO,个/轮,计算值,VALID,0.6666666666666666,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,ENTITY_NAME_CROSSWALK_LIMITATION,稳定ID足以计数，但部分PTY名称及PTY↔INV crosswalk未恢复，不能做名称级网络解释。,融资投资方法律主体数/融资轮数。,TRX-688758-0003-02-P02; TRX-688758-0005-01-P01; TRX-688758-0005-01-P02; TRX-688758-0006-01-P01,,FROZEN_UNCHANGED,1
688758|CV023,688758,赛分科技,CV023,融资方式多样性,融资机制,B扩展,INTEGER,种,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资交易组成标准化方式=['CAPITAL_INCREASE']。,TRX-688758-0003-02; TRX-688758-0005-01; TRX-688758-0006-01,,FROZEN_UNCHANGED,0
688758|CV024,688758,赛分科技,CV024,股权转让交易数,二级股权流动,A核心,INTEGER,笔,计算值,VALID,2,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,按EQUITY_TRANSFER交易记录计数。,TRX-688758-0003-01; TRX-688758-0004-01,,FROZEN_UNCHANGED,0
